fault_type,task_id,seed,control_success,fault_success,success_delta,control_completed,fault_completed,control_steps,fault_steps,step_delta,control_time_sec,fault_time_sec,time_delta,fault_injection_count
web_timeout,132,1,,,,True,True,3.0,3.0,0.0,64.9,39.8,-25.10000000000001,1
web_timeout,132,2,,,,True,True,3.0,3.0,0.0,47.2,50.8,3.5999999999999943,1
web_timeout,132,3,,,,True,True,12.0,4.0,-8.0,215.1,51.1,-164.0,1
web_timeout,132,4,,,,True,True,4.0,4.0,0.0,69.3,80.6,11.299999999999997,1
web_timeout,132,5,,,,True,True,4.0,3.0,-1.0,42.6,72.5,29.9,1
web_timeout,133,1,,,,True,True,4.0,5.0,1.0,80.8,112.0,31.200000000000003,1
web_timeout,133,2,,,,True,True,4.0,4.0,0.0,86.1,56.4,-29.699999999999996,1
web_timeout,133,3,,,,True,True,4.0,4.0,0.0,43.7,54.9,11.199999999999996,1
web_timeout,133,4,,,,True,True,7.0,3.0,-4.0,75.1,41.7,-33.39999999999999,1
web_timeout,133,5,,,,True,True,9.0,4.0,-5.0,118.7,54.8,-63.900000000000006,1
web_timeout,134,1,,,,True,True,4.0,6.0,2.0,89.5,94.5,5.0,1
web_timeout,134,2,,,,True,True,4.0,6.0,2.0,75.1,143.5,68.4,1
web_timeout,134,3,,,,True,True,4.0,5.0,1.0,55.0,74.2,19.200000000000003,1
web_timeout,134,4,,,,True,True,4.0,4.0,0.0,46.7,122.8,76.1,1
web_timeout,134,5,,,,True,True,6.0,5.0,-1.0,116.6,122.9,6.300000000000011,1
web_timeout,135,1,,,,True,True,4.0,3.0,-1.0,97.5,43.1,-54.4,1
web_timeout,135,2,,,,True,True,4.0,4.0,0.0,53.3,90.3,37.0,1
web_timeout,135,3,,,,True,True,4.0,4.0,0.0,61.1,87.5,26.4,1
web_timeout,135,4,,,,True,True,3.0,4.0,1.0,39.1,59.6,20.5,1
web_timeout,135,5,,,,True,True,7.0,4.0,-3.0,76.6,73.8,-2.799999999999997,1
web_timeout,136,1,,,,True,True,4.0,4.0,0.0,118.3,65.2,-53.099999999999994,1
web_timeout,136,2,,,,True,True,4.0,4.0,0.0,90.8,97.6,6.799999999999997,1
web_timeout,136,3,,,,True,True,4.0,4.0,0.0,64.2,84.0,19.799999999999997,1
web_timeout,136,4,,,,True,True,4.0,4.0,0.0,63.0,68.4,5.400000000000006,1
web_timeout,136,5,,,,True,True,4.0,4.0,0.0,51.9,102.3,50.4,1
agent_param_error,21,1,,,,True,True,5.0,4.0,-1.0,110.2,41.0,-69.2,1
agent_param_error,21,2,,,,True,True,3.0,4.0,1.0,68.5,69.5,1.0,1
agent_param_error,21,3,,,,True,True,3.0,5.0,2.0,48.1,83.8,35.699999999999996,1
agent_param_error,21,4,,,,True,True,4.0,5.0,1.0,76.8,90.3,13.5,1
agent_param_error,21,5,,,,True,True,4.0,5.0,1.0,87.0,59.1,-27.9,1
agent_param_error,22,1,,,,True,True,16.0,9.0,-7.0,381.0,114.4,-266.6,1
agent_param_error,22,2,,,,True,True,12.0,8.0,-4.0,211.1,152.6,-58.5,1
agent_param_error,22,3,,,,True,True,12.0,13.0,1.0,338.6,131.1,-207.50000000000003,1
agent_param_error,22,4,,,,True,True,15.0,5.0,-10.0,324.0,64.8,-259.2,1
agent_param_error,22,5,,,,True,True,17.0,12.0,-5.0,375.5,296.2,-79.30000000000001,1
agent_param_error,23,1,,,,True,True,2.0,4.0,2.0,54.1,94.5,40.4,1
agent_param_error,23,2,,,,True,True,3.0,3.0,0.0,59.8,34.0,-25.799999999999997,1
agent_param_error,23,3,,,,True,True,2.0,4.0,2.0,121.5,86.9,-34.599999999999994,1
agent_param_error,23,4,,,,True,True,2.0,4.0,2.0,18.8,107.2,88.4,1
agent_param_error,23,5,,,,True,True,3.0,4.0,1.0,44.3,35.4,-8.899999999999999,1
agent_param_error,24,1,,,,True,True,3.0,4.0,1.0,53.2,99.7,46.5,1
agent_param_error,24,2,,,,True,True,3.0,4.0,1.0,26.4,47.0,20.6,1
agent_param_error,24,3,,,,True,True,3.0,3.0,0.0,40.5,45.4,4.899999999999999,1
agent_param_error,24,4,,,,True,True,3.0,4.0,1.0,31.7,31.5,-0.1999999999999993,1
agent_param_error,24,5,,,,True,True,3.0,4.0,1.0,56.4,32.8,-23.6,1
agent_param_error,25,1,,,,True,True,10.0,9.0,-1.0,205.4,67.8,-137.60000000000002,1
agent_param_error,25,2,,,,True,True,9.0,9.0,0.0,135.6,95.1,-40.5,1
agent_param_error,25,3,,,,True,True,8.0,11.0,3.0,126.5,147.6,21.099999999999994,1
agent_param_error,25,4,,,,True,True,9.0,10.0,1.0,130.1,92.7,-37.39999999999999,1
agent_param_error,25,5,,,,True,True,7.0,17.0,10.0,93.4,294.9,201.49999999999997,1
agent_param_error,26,1,,,,True,True,15.0,16.0,1.0,302.9,309.6,6.7000000000000455,1
agent_param_error,26,2,,,,True,True,7.0,17.0,10.0,89.0,297.6,208.60000000000002,1
agent_param_error,26,3,,,,True,True,9.0,12.0,3.0,105.1,147.2,42.099999999999994,1
agent_param_error,26,4,,,,True,True,11.0,11.0,0.0,220.6,159.4,-61.19999999999999,1
agent_param_error,26,5,,,,True,True,14.0,10.0,-4.0,326.2,295.0,-31.19999999999999,1
agent_param_error,27,1,,,,True,True,6.0,8.0,2.0,69.6,143.3,73.70000000000002,1
agent_param_error,27,2,,,,True,True,5.0,6.0,1.0,29.1,124.8,95.69999999999999,1
agent_param_error,27,3,,,,True,True,5.0,7.0,2.0,93.7,77.6,-16.10000000000001,1
agent_param_error,27,4,,,,True,True,5.0,6.0,1.0,79.5,101.7,22.200000000000003,1
agent_param_error,27,5,,,,True,True,5.0,7.0,2.0,43.8,85.8,42.0,1
agent_param_error,28,1,,,,True,True,8.0,11.0,3.0,77.0,132.2,55.19999999999999,1
agent_param_error,28,2,,,,True,True,7.0,15.0,8.0,77.8,402.2,324.4,1
agent_param_error,28,3,,,,True,True,8.0,19.0,11.0,104.1,186.2,82.1,1
agent_param_error,28,4,,,,True,True,9.0,9.0,0.0,113.8,140.3,26.500000000000014,1
agent_param_error,28,5,,,,True,True,10.0,12.0,2.0,119.2,116.9,-2.299999999999997,1
agent_param_error,29,1,,,,True,True,6.0,7.0,1.0,96.2,60.6,-35.6,1
agent_param_error,29,2,,,,True,True,7.0,7.0,0.0,82.7,60.2,-22.5,1
agent_param_error,29,3,,,,True,True,9.0,8.0,-1.0,101.0,76.0,-25.0,1
agent_param_error,29,4,,,,True,True,6.0,9.0,3.0,65.8,99.5,33.7,1
agent_param_error,29,5,,,,True,True,6.0,10.0,4.0,48.1,138.4,90.30000000000001,1
agent_param_error,30,1,,,,True,True,5.0,7.0,2.0,79.8,85.3,5.5,1
agent_param_error,30,2,,,,True,True,5.0,8.0,3.0,66.5,89.1,22.599999999999994,1
agent_param_error,30,3,,,,True,True,8.0,6.0,-2.0,203.1,68.1,-135.0,1
agent_param_error,30,4,,,,True,True,6.0,7.0,1.0,152.0,37.0,-115.0,1
agent_param_error,30,5,,,,True,True,5.0,6.0,1.0,138.6,42.1,-96.5,1
agent_param_error,31,1,,,,True,True,12.0,8.0,-4.0,257.9,178.3,-79.59999999999997,1
agent_param_error,31,2,,,,True,True,10.0,12.0,2.0,226.7,155.3,-71.39999999999998,1
agent_param_error,31,3,,,,True,True,8.0,7.0,-1.0,196.4,58.8,-137.60000000000002,1
agent_param_error,31,4,,,,True,True,11.0,8.0,-3.0,107.1,173.2,66.1,1
agent_param_error,31,5,,,,True,True,7.0,6.0,-1.0,44.1,76.8,32.699999999999996,1
agent_param_error,132,1,,,,True,True,4.0,20.0,16.0,147.3,244.1,96.79999999999998,1
agent_param_error,132,2,,,,True,True,4.0,18.0,14.0,122.9,329.1,206.20000000000002,1
agent_param_error,132,3,,,,True,True,4.0,5.0,1.0,94.2,108.3,14.099999999999994,1
agent_param_error,132,4,,,,True,True,4.0,5.0,1.0,56.6,95.2,38.6,1
agent_param_error,132,5,,,,True,True,4.0,9.0,5.0,54.6,110.9,56.300000000000004,1
agent_param_error,133,1,,,,True,True,4.0,20.0,16.0,165.6,880.6,715.0,1
agent_param_error,133,2,,,,True,True,5.0,8.0,3.0,116.2,72.5,-43.7,1
agent_param_error,133,3,,,,True,True,3.0,5.0,2.0,79.3,142.4,63.10000000000001,1
agent_param_error,133,4,,,,True,True,4.0,12.0,8.0,46.8,460.6,413.8,1
agent_param_error,133,5,,,,True,True,4.0,5.0,1.0,44.6,68.1,23.499999999999993,1
agent_param_error,134,1,,,,True,True,9.0,5.0,-4.0,359.8,114.7,-245.10000000000002,1
agent_param_error,134,2,,,,True,True,6.0,20.0,14.0,275.8,488.2,212.39999999999998,1
agent_param_error,134,3,,,,True,True,6.0,8.0,2.0,119.0,206.4,87.4,1
agent_param_error,134,4,,,,True,True,7.0,8.0,1.0,230.2,136.0,-94.19999999999999,1
agent_param_error,134,5,,,,True,True,7.0,20.0,13.0,117.1,360.0,242.9,1
agent_param_error,135,1,,,,True,True,4.0,5.0,1.0,157.4,77.2,-80.2,1
agent_param_error,135,2,,,,True,True,4.0,20.0,16.0,125.9,478.7,352.79999999999995,1
agent_param_error,135,3,,,,True,True,4.0,5.0,1.0,82.2,53.3,-28.900000000000006,1
agent_param_error,135,4,,,,True,True,4.0,4.0,0.0,48.6,51.7,3.1000000000000014,1
agent_param_error,135,5,,,,True,True,3.0,5.0,2.0,44.1,49.4,5.299999999999997,1
agent_param_error,136,1,,,,True,True,4.0,6.0,2.0,126.2,104.9,-21.299999999999997,1
agent_param_error,136,2,,,,True,True,4.0,20.0,16.0,162.6,220.5,57.900000000000006,1
agent_param_error,136,3,,,,True,True,4.0,5.0,1.0,62.0,81.9,19.900000000000006,1
agent_param_error,136,4,,,,True,True,4.0,5.0,1.0,138.9,82.6,-56.30000000000001,1
agent_param_error,136,5,,,,True,True,4.0,5.0,1.0,77.9,86.8,8.899999999999991,1
