source,fault_type,task_id,seed,condition,status,reason
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_http_error,28,3,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_http_error,28,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_http_error,28,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_http_error,28,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_http_error,28,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,133,1,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,133,1,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,133,2,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,133,2,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,133,3,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,133,3,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,133,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,133,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,133,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,133,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,134,1,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,134,1,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,134,2,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,134,2,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,134,3,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,134,3,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,134,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,134,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,134,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,134,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,22,1,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,22,1,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,22,2,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,22,2,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,22,3,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,22,3,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,22,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,22,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,22,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,22,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,24,1,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,24,1,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,24,2,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,24,2,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,24,3,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,24,3,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,24,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,24,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,24,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,24,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,28,1,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,28,1,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,28,2,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,28,2,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,28,3,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,28,3,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,28,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,28,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,28,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_popup_block,28,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,133,1,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,133,1,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,133,2,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,133,2,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,133,3,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,133,3,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,133,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,133,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,133,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,133,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,134,1,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,134,1,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,134,2,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,134,2,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,134,3,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,134,3,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,134,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,134,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,134,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,134,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,22,1,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,22,1,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,22,2,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,22,2,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,22,3,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,22,3,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,22,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,22,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,22,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,22,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,24,1,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,24,1,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,24,2,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,24,2,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,24,3,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,24,3,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,24,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,24,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,24,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,24,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,28,1,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,28,1,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,28,2,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,28,2,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,28,3,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,28,3,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,28,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,28,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,28,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs,web_timeout,28,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,agent_param_error,132,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,agent_param_error,132,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,agent_param_error,132,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,agent_param_error,132,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,agent_param_error,27,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,agent_param_error,27,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,agent_param_error,27,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,agent_param_error,27,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,agent_param_error,30,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,agent_param_error,30,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,agent_param_error,30,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,agent_param_error,30,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_dom_missing,132,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_dom_missing,132,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_dom_missing,132,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_dom_missing,132,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_dom_missing,27,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_dom_missing,27,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_dom_missing,27,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_dom_missing,27,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_dom_missing,30,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_dom_missing,30,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_dom_missing,30,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_dom_missing,30,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_http_error,132,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_http_error,132,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_http_error,132,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_http_error,132,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_http_error,27,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_http_error,27,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_http_error,27,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_http_error,27,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_http_error,30,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_http_error,30,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_http_error,30,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_http_error,30,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_popup_block,132,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_popup_block,132,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_popup_block,132,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_popup_block,132,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_popup_block,27,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_popup_block,27,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_popup_block,27,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_popup_block,27,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_popup_block,30,4,control,needs_agent_rerun,no final answer in log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_popup_block,30,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_popup_block,30,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_popup_block,30,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_timeout,132,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_timeout,132,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_timeout,132,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_timeout,132,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_timeout,27,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_timeout,27,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_timeout,27,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_timeout,27,5,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_timeout,30,4,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_timeout,30,4,fault,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_timeout,30,5,control,rebuildable,final answer recovered from log
experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs,web_timeout,30,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_control_control,132,1,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_control_control,132,2,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_control_control,132,3,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_control_control,27,1,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_control_control,27,2,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_control_control,27,3,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_control_control,30,1,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_control_control,30,2,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_control_control,30,3,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_dom_missing,132,1,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_dom_missing,132,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_dom_missing,132,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_dom_missing,27,1,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_dom_missing,27,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_dom_missing,27,3,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_dom_missing,30,1,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_dom_missing,30,2,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_dom_missing,30,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_http_error,132,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_http_error,132,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_http_error,132,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_http_error,27,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_http_error,27,2,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_http_error,27,3,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_http_error,30,1,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_http_error,30,2,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_v1/outputs,plan_execute_fault_web_http_error,30,3,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_control_control,132,1,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_control_control,132,2,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_control_control,132,3,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_control_control,27,1,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_control_control,27,2,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_control_control,27,3,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_control_control,30,1,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_control_control,30,2,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_control_control,30,3,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_dom_missing,132,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_dom_missing,132,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_dom_missing,132,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_dom_missing,27,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_dom_missing,27,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_dom_missing,27,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_dom_missing,30,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_dom_missing,30,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_dom_missing,30,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_http_error,132,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_http_error,132,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_http_error,132,3,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_http_error,27,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_http_error,27,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_http_error,27,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_http_error,30,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_http_error,30,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_v1/outputs,react_fault_web_http_error,30,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,132,3,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,132,4,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,133,1,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,133,2,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,133,3,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,133,4,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,133,5,control,needs_agent_rerun,no final answer in log
